GeneID	Length	1h_m1_t	1h_m1_u	1h_m2_t	1h_m2_u	1h_m3_t	1h_m3_u	6h_m1_t	6h_m1_u	6h_m2_t	6h_m2_u	6h_m3_t	6h_m3_u
ENSMUSG00000082392	943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084963	2621	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083560	680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025531	6780	0	0	0	0	0	0	0	3	0	2	0	0
ENSMUSG00000065510	70	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081831	1337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025592	9868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080428	126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087765	124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082511	1569	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082567	1351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084031	1487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079963	739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025597	3584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081978	1361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082070	477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081354	270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083561	439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081160	207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050435	743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047079	743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085619	283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082440	459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082260	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083971	459	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083452	639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089470	124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098405	381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080965	633	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081034	1001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083663	537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081124	390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083352	854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078034	88	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084053	335	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064551	164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072995	1596	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082482	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088518	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043295	303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080954	390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067441	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080852	268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081134	1093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083345	990	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100780	369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083602	989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084283	2031	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081659	2105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084324	451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082403	204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081466	1773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084138	204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081268	351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083031	1805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100194	1030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100133	1030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081171	1109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081587	508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088313	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086431	1850	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000034732	2434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083151	1290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084172	856	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082927	1008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082718	477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034755	13946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083616	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083321	253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081546	454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081728	652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083275	1174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077435	128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080695	975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087716	124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083668	1587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083699	453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088539	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082590	546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084054	1118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084110	768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088264	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082840	1557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081095	296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083537	336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055733	2837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086452	303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083490	495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094864	498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079450	5824	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095005	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091821	1083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095034	498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084776	570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096362	402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118415	857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094288	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094999	498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095277	402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095474	857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085536	1155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095108	498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093796	402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118430	740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095521	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094015	402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118483	857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072049	5638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096831	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095420	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094238	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118451	528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096318	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093990	399	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000118453	528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094675	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096135	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118442	174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095283	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095017	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118468	528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118470	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118475	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095137	399	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000118432	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094540	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096763	399	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000118484	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095008	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095499	399	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000118464	174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094342	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096897	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096437	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118418	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095563	1150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083294	817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081736	663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082611	503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058670	3407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088282	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082772	2037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081639	255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082690	364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062791	4070	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089372	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049815	1606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088767	275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082382	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043569	814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077857	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083250	2795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081739	6514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082126	664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085722	642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103504	1065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080419	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065898	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086244	494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089284	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087983	278	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084337	1002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081900	786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081874	323	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034480	11553	0	0	0	0	0	1	9	5	6	7	8	4
ENSMUSG00000084047	1263	3	12	13	12	4	10	0	3	12	7	7	9
ENSMUSG00000083920	676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081456	788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083024	442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077040	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077379	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084256	1394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083999	1310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081072	812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082117	2187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082205	902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082537	943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089128	124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077628	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088026	203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083177	1052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083205	788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082905	1623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083858	1035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088421	337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083062	736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051323	10464	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031250	1353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067377	2060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084875	196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031253	2922	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031255	5125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080788	1629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031256	9180	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093172	82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031257	3307	6	3	12	13	12	11	11	13	24	5	15	22
ENSMUSG00000031258	3024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052549	1740	0	0	5	6	5	1	0	3	2	8	2	6
ENSMUSG00000067369	4648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033578	1918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031262	5681	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000000223	8553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009596	2245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070641	774	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088275	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048007	1421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031264	3149	0	0	0	0	0	1	0	0	1	0	4	0
ENSMUSG00000083687	366	5	3	2	3	2	1	0	2	0	0	4	6
ENSMUSG00000079435	1655	1	0	4	4	1	3	0	1	6	1	2	4
ENSMUSG00000031266	3265	1	0	7	1	2	5	0	3	12	4	6	7
ENSMUSG00000045427	4369	0	0	0	0	0	0	2	1	1	3	3	1
ENSMUSG00000085226	687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082655	358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087024	979	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000049804	7996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033460	3227	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000081972	494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102207	1419	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050394	2486	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049047	3540	0	0	0	1	0	1	0	1	0	0	2	0
ENSMUSG00000099272	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033436	4532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083236	906	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081292	633	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009941	2568	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052676	5391	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000089759	4924	10	5	7	4	13	3	13	5	5	2	8	10
ENSMUSG00000081146	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085556	636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088878	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079432	3698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031409	1114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081709	746	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082071	1383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067360	3698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094470	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087428	632	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095599	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094004	3844	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094670	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095964	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096508	3677	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095424	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094371	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054994	3698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095228	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086685	636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096119	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031410	2710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031411	2268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082602	742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058252	1776	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060726	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084330	434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043384	8119	0	0	0	0	0	0	0	0	0	1	3	0
ENSMUSG00000072969	4247	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000106264	54	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088464	104	0	2	3	1	0	1	0	4	0	0	1	0
ENSMUSG00000072964	4800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072966	4540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083223	720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048040	1532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048355	1580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042750	903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057000	3048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087553	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047844	837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051579	2563	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000098493	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054034	1263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050071	1186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079428	1217	1	0	1	0	0	0	0	0	9	0	1	1
ENSMUSG00000042712	1037	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000046432	973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065719	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083470	773	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083324	636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083162	650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084216	488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084245	1092	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082261	624	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083517	495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081507	164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096589	512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095327	512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082358	445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081286	391	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057439	1932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082021	598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031424	1558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083828	1122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082504	446	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095702	512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082421	630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044550	3546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080874	407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088864	293	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049536	2803	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000031422	3135	1	1	4	4	3	1	20	4	9	1	3	2
ENSMUSG00000087368	3515	0	0	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000018595	2010	0	3	4	1	3	4	0	0	0	3	7	2
ENSMUSG00000082214	322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031425	5551	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000043463	3980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082563	458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080953	418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048155	1052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081295	1122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072955	816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089996	550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089768	439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044348	7963	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000031428	4876	3	6	3	2	5	3	0	0	11	2	1	4
ENSMUSG00000083445	296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042595	8299	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000089191	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080718	587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084086	834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081938	875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095988	883	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095591	883	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082011	1543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083493	598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023443	1985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082696	1241	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081349	756	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065095	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082955	1718	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059203	4692	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082135	1548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087961	285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084118	207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089382	259	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071686	1317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065321	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087832	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081017	1243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083053	795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052854	9210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031271	2448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031270	804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042525	1026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083180	710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042515	4859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086807	4041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081869	452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051257	1178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084205	350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042498	3740	0	0	0	0	0	2	9	0	0	0	1	0
ENSMUSG00000031438	3464	0	0	0	0	0	0	14	2	3	3	1	0
ENSMUSG00000084645	324	3	0	2	1	0	1	0	0	0	4	1	5
ENSMUSG00000082018	1004	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000042473	5211	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000098559	801	1	1	1	0	2	0	0	1	0	1	2	1
ENSMUSG00000072945	811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081018	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047230	3325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031434	6051	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031433	6638	0	0	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000081374	1480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072944	2234	0	0	0	0	0	0	0	0	0	0	0	0
